,x,y,z,xp2,yp2,zp2,dist
614,-0.01695655,0.02318616,0.7196612,-1.220871574,1.669403532,51.81560636,3.003916076
615,-0.014770469,0.038288811,0.749860196,-1.063473777,2.756794418,53.98993411,2.436163821
616,-0.007092352,0.068154387,0.767792028,-0.51064938,4.907115848,55.28102602,2.568348765
617,0.016667573,0.031446866,0.79774321,1.200065252,2.264174387,57.43751112,3.816033557
618,0.034850355,0.048876263,0.779729033,2.509225576,3.519090963,56.14049041,2.229569259
619,0.04517978,0.084763123,0.837297147,3.252944195,6.102944854,60.28539457,4.940612194
620,-0.002176536,0.083554358,0.79621422,-0.156710588,6.0159138,57.32742382,4.514743751
621,-0.001627188,0.123400299,0.822135494,-0.11715753,8.884821524,59.19375556,3.422775212
622,-0.030623627,0.108064476,0.78321184,-2.204901154,7.780642272,56.39125251,3.664956837
623,-0.044060228,0.125922226,0.820560402,-3.172336444,9.066400277,59.08034891,3.133742832
624,-0.06240735,0.110387587,0.784538141,-4.493329203,7.94790626,56.48674612,3.118144665
625,-0.077,0.088,0.789618238,-5.544,6.336,56.85251314,1.958554676
626,-0.111720562,0.068,0.821927374,-8.043880434,4.896,59.17877092,3.706005592
627,-0.147341417,0.0525,0.817935013,-10.60858205,3.78,58.89132092,2.811721515
628,-0.1,0.032557229,0.793758652,-7.2,2.344120479,57.15062293,4.087812503
629,-0.087351751,-0.021513921,0.811445304,-6.289326055,-1.549002295,58.42406187,4.196114713
630,-0.044616843,-0.048681447,0.801181574,-3.212412668,-3.50506415,57.68507332,3.720171776
631,-0.033414227,-0.001877403,0.769578086,-2.405824319,-0.135173019,55.40962223,4.145410558
632,-0.009002939,-0.034908431,0.818458931,-0.648211629,-2.513407031,58.92904304,4.596903548
633,0.014775559,-0.013255451,0.821544191,1.063840273,-0.954392489,59.15118176,2.326154265
634,0.016003797,0.016068553,0.848943397,1.152273372,1.156935822,61.12392457,2.890889454
635,0.040878222,0.024975021,0.83605484,2.943231968,1.798201522,60.19594848,2.11657601
636,0.000883927,0.047139544,0.840557192,0.063642758,3.394047164,60.52011784,3.308147987
637,-0.017297069,0.110474024,0.881042017,-1.245388938,7.954129754,63.43502525,5.568177658
638,-0.002939231,0.065376704,0.914852965,-0.211624636,4.707122683,65.86941345,4.187835895
639,-0.026991334,0.108038795,0.881669798,-1.943376048,7.778793209,63.48022549,4.259382809
640,-0.060381922,0.067827077,0.845855677,-4.34749835,4.883549573,60.90160874,4.561962744
641,-0.095403321,0.044094188,0.856558683,-6.869039123,3.174781543,61.67222518,3.141958903
642,-0.084440941,0.006477581,0.869178525,-6.079747743,0.466385842,62.58085383,2.963780384
643,-0.058893307,0.009736022,0.940347805,-4.240318132,0.700993616,67.70504197,5.449389525
644,-0.02047369,-0.014167658,0.897846704,-1.474105667,-1.020071359,64.64496269,4.469684691
645,0.003105012,0.018357321,0.916070474,0.223560872,1.321727148,65.95707414,3.176118445
646,0.01186852,0.040221586,0.934936139,0.854533418,2.895954197,67.31540203,2.172871787
647,-0.03,0.049298903,0.971894993,-2.16,3.54952103,69.97643948,4.073779775
648,-0.068396133,0.075592321,0.983337118,-4.924521591,5.442647114,70.80027247,3.450392268
649,-0.070512694,0.020420322,1.010470141,-5.076913939,1.470263218,72.75385018,4.429393084
